budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
135000000,Fantasy,"['friendship', 'spaceship', 'space', 'alien', 'alien invasion', 'alien friendship', 'awful leader', 'taking resposibility']",en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",63.473086,2015-03-18,368871007,94.0,Worlds Collide,Home,6.8,Twentieth Century Fox Film Corporation,United States of America,English
110000000,Action,"['assassination', 'spy', 'cia', 'kidnapping', 'cold war', 'soviet union', 'double agent', 'race against time', 'revenge', 'on the run', 'shootout', 'espionage', 'female protagonist', 'hitwoman', 'terrorism', 'violence', 'russian spy', 'intelligence officer', 'action heroine']",en,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,2010-07-21,293329073,100.0,Who is Salt?,Salt,6.2,Columbia Pictures,United States of America,English
125000000,Drama,"['bible', 'god', 'noah', '3d']",en,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,2014-03-20,362637473,139.0,The end of the world is just the beginning.,Noah,5.6,Paramount Pictures,United States of America,English
130000000,Adventure,"['riddle', 'captain', 'treasure', 'liquor', 'treasure hunt', 'sunken treasure', 'plot', 'reporter', '3d', 'action']",en,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,2011-10-25,371940071,107.0,"This year, discover how far adventure will take you.",The Adventures of Tintin,6.7,Paramount Pictures,New Zealand,English
130000000,Animation,"['saving the world', 'date', 'prison', 'secret identity', 'fish', 'gun', 'dna', 'mayor', 'anti hero', 'rain', 'museum', 'one-sided love', 'serum', 'talking animal', 'reporter', 'duringcreditsstinger', 'stronger villain']",en,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,2010-10-28,321887208,95.0,His brain is off the chain.,Megamind,6.7,DreamWorks Animation,United States of America,English
125000000,Adventure,"['witch', 'christmas party', 'magic', 'cutting the cord', 'halloween', 'child hero', 'broom', 'chosen one', 'frog', 'fantasy world', 'based on young adult novel']",en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",109.984351,2001-11-16,976475550,152.0,Let the Magic Begin.,Harry Potter and the Philosopher's Stone,7.5,1492 Pictures,United Kingdom,English
130000000,Fantasy,"['gold', 'police operation', 'partner', 'revenge', 'undead', 'ghost', 'police department']",en,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,39.448066,2013-07-18,61648500,96.0,To protect and serve the living,R.I.P.D.,5.4,Universal Pictures,United States of America,English
140000000,Adventure,"['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga']",en,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,2003-07-09,655011224,143.0,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,Walt Disney Pictures,United States of America,English
125000000,Science Fiction,"['resistance', 'post-apocalyptic', 'dystopia', 'war', 'sequel', 'female protagonist', 'bow and arrow', 'game', 'future war', 'revolt', 'class prejudice', 'human subjugation', 'based on young adult novel']",en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,2014-11-18,752100229,123.0,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,Lionsgate,United States of America,English
125000000,Thriller,"['paris', 'holy grail', 'christianity', 'monk', 'based on novel', 'zurich', 'secret society', 'louvre', 'curator', 'symbologist', 'opus dei', 'heresy', 'mona lisa', 'freemason', 'conspiracy', 'pentagram', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect']",en,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313197,2006-05-17,767820459,149.0,Seek the truth.,The Da Vinci Code,6.5,Columbia Pictures,United States of America,English
103000000,Animation,"['bird', 'sequel', 'jungle', 'audition', 'amazon rainforest', 'parrots']",en,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",42.40024,2014-03-19,500188435,102.0,"He's villainous, she's venomous.",Rio 2,6.3,Blue Sky Studios,United States of America,English
125000000,Action,"['brazil', 'fbi', 'freedom', 'escape from prison', 'car crash', 'heist', 'organized crime', 'on the run', 'money', 'fugitive', 'police chase', 'escaped convict', 'car', 'imax', 'automobile racing', 'duringcreditsstinger']",en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255717999999999,2011-04-20,626137675,130.0,Get the Fifth Gear.,Fast Five,7.1,Universal Pictures,United States of America,English
125000000,Adventure,"['detective inspector', 'steampunk', 'criminal mastermind']",en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.49962099999998,2011-11-22,334615000,129.0,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,Village Roadshow Pictures,United States of America,English
125000000,Adventure,"['hades', 'mythology', 'greek mythology', 'zeus', 'medusa', 'mythological beast', 'sea monster', 'perseus', 'kraken', 'gods', 'ancient greece', 'based on greek myth', '3d']",en,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,2010-04-01,232713139,106.0,Titans will clash.,Clash of the Titans,5.6,The Zanuck Company,United States of America,English
130000000,Action,"['assassin', 'wolf', 'maryland', 'suicide by gunshot', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'seoul south korea', 'pharmaceutical lab', 'government conspiracy', 'roof chase', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'lieutenant general']",en,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,2012-08-08,276572938,120.0,There Was Never Just One,The Bourne Legacy,6.0,Universal Pictures,United States of America,English
123000000,Family,"['holiday', 'christmas party', 'new love', 'santa claus', 'village', 'kids and family']",en,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",45.419668,2000-11-17,345141403,104.0,He puts the mean in green.,How the Grinch Stole Christmas,6.2,Imagine Entertainment,Germany,English
125000000,Action,"['saving the world', 'library', 'cataclysm', 'climate change', 'greenhouse effect', 'tornado', 'twister', 'hurricane', 'hail', 'temperature drop', 'ice age', 'polar zone', 'meteorology', 'gulfstream', 'barrier ice', 'ice melting', 'third world', 'exodus', 'evacuation', 'climate', 'government', 'snow', 'los angeles', 'scientist', 'doomsday', 'antarctic', 'disaster movie']",en,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",41.380094,2004-05-26,544272402,124.0,Where will you be?,The Day After Tomorrow,6.2,Lions Gate Films,United States of America,English
125000000,Adventure,"['terror', 'spain', 'cia', 'helicopter', 'secret identity', 'skyscraper', 'undercover', 'island', 'ex-lover', 'secret mission', 'dying and death', 'secret agent', 'computer', 'duel', 'lethal virus', 'violence', 'rescue team', 'agent', 'car', 'research laboratory']",en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",54.931334,2000-05-24,546388105,123.0,Expect the impossible again.,Mission: Impossible II,5.9,Paramount Pictures,Germany,English
120000000,Adventure,"['ocean', 'shipwreck', 'hindu', 'tiger', 'faith', 'zookeeper', 'teenage boy', 'cargo ship', 'lifeboat', 'injured animal']",en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",51.328145,2012-11-20,609016565,127.0,Believe The Unbelievable,Life of Pi,7.2,Ingenious Film Partners,United States of America,普通话
110000000,Thriller,"['mephisto', 'religion and supernatural', 'dying and death', ""devil's son"", 'ghost world', 'stunts', 'flame', 'based on comic book']",en,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",46.834704,2007-02-16,228738393,114.0,Hell Is About To Be Unleashed,Ghost Rider,5.2,Columbia Pictures Corporation,United States of America,English
120000000,Action,"['assassin', 'amnesia', 'flashback']",en,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,62.641286,2016-07-27,415484914,123.0,You know his name,Jason Bourne,5.9,The Kennedy/Marshall Company,United Kingdom,English
130000000,Science Fiction,"['android', 'dystopia', 'alien', 'spin off', 'creation', 'emergency surgery', 'aftercreditsstinger', 'stasis', 'archeological dig', 'god complex', 'cave drawing', 'genetic mutation', 'origins of life']",en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",68.889395,2012-05-30,403170142,124.0,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,Twentieth Century Fox Film Corporation,United Kingdom,
120000000,Action,"['cyborg', 'future', 'dystopia', 'police', 'remake', 'violence', 'detroit']",en,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",66.757869,2014-01-30,242688965,102.0,We've got the future under control.,RoboCop,5.7,Columbia Pictures,Canada,English
120000000,Action,"['car race', 'loss of brother', 'chimp', 'family', 'duringcreditsstinger', 'woman director']",en,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",17.060695000000006,2008-05-09,93945766,135.0,Go!,Speed Racer,5.7,Village Roadshow Pictures,Australia,English
120000000,Comedy,"['love triangle', 'baseball', 'athlete', 'aftercreditsstinger']",en,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",11.137655,2010-12-17,48668907,121.0,How do you know it's love?,How Do You Know,4.9,Columbia Pictures,United States of America,English
117000000,Action,"['spy', 'airport', 'gas station', 'garage', 'pilot', 'chase', 'secret agent', 'rope', 'exploding building', 'car chase', 'police car', 'boy genius', 'duringcreditsstinger']",en,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,2010-06-15,261930431,109.0,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,Tree Line Films,United States of America,English
120000000,Action,"['spacecraft', 'dystopia', 'space', 'drone', 'imax', 'human vs alien']",en,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",67.698004,2013-04-10,286168572,124.0,Earth is a memory worth fighting for,Oblivion,6.4,Universal Pictures,United States of America,English
113000000,Science Fiction,"['showdown', 'death star', 'vision', 'cult figure', 'hatred', 'dream sequence', 'expectant mother', 'space opera', 'chancel', 'childbirth', 'galactic war']",en,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",44.108427,2005-05-17,850000000,140.0,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,Lucasfilm,United States of America,English
120000000,Adventure,"['senate', 'investigation', 'army', 'death star', 'jedi', 'cult figure', 'wedding', 'violence', 'kendo', 'laser gun', 'space opera', 'spaceport', 'teenage rebellion', 'good becoming evil', 'alien race', 'mechanical hand', 'yoda']",en,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",43.987061,2002-05-15,649398328,142.0,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,Lucasfilm,United States of America,English
115000000,Animation,"['monster', 'infant', 'energy supply', 'company', 'rivalry', 'hijinks', 'best friend', 'scream', 'conveyor belt', 'energy company', 'friend']",en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",106.815545,2001-11-01,562816256,92.0,We Scare Because We Care.,"Monsters, Inc.",7.5,Walt Disney Pictures,United States of America,English
120000000,Action,"['japan', 'samurai', 'mutant', 'world war i', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'duringcreditsstinger']",en,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",15.953444,2013-07-23,415440673,126.0,"When he's most vulnerable, he's most dangerous.",The Wolverine,6.3,Twentieth Century Fox Film Corporation,United Kingdom,English
115000000,Adventure,"['prophecy', 'senate', 'queen', 'taskmaster', 'galaxy', 'apprentice', 'taxes', 'space opera']",en,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",54.035265,1999-05-19,924317558,136.0,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,Lucasfilm,United States of America,English
135000000,Adventure,"['stone age', 'daughter', 'father', 'prehistoric', 'ancient world', 'father daughter relationship', 'family', 'cavemen', 'aftercreditsstinger', 'duringcreditsstinger']",en,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",64.18332099999999,2013-03-20,585178928,98.0,Meet the first modern family.,The Croods,6.8,DreamWorks Animation,United States of America,English
115000000,Action,"['witch', 'magic', 'fairy tale', 'snow white', 'huntsman']",en,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",60.467984,2016-04-06,164602163,114.0,The story before Snow White,The Huntsman: Winter's War,6.0,Universal Pictures,United States of America,English
125000000,Science Fiction,"['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic book', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']",en,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,143.350376,2014-08-07,477200000,101.0,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,Paramount Pictures,United States of America,English
105000000,Science Fiction,"['space mission', 'loss', 'space', 'astronaut', 'trapped in space']",en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",110.153618,2013-09-27,716392705,91.0,Don't Let Go,Gravity,7.3,Warner Bros.,United Kingdom,English
135000000,Fantasy,"['brother brother relationship', 'turtle', 'sequel', 'based on comic book', 'ninja', 'rat']",en,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",39.873791,2016-06-01,245623848,112.0,Raise some shell.,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,Paramount Pictures,China,English
120000000,Action,"['teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic', 'superhero', 'based on comic book', 'superhero team', 'fantastic four', 'body horror', 'invisible woman']",en,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",38.126095,2015-08-05,167977596,100.0,Change is coming.,Fantastic Four,4.4,Twentieth Century Fox Film Corporation,United States of America,English
110000000,Action,"['california', 'earthquake', 'catastrophe', 'disaster film', '3d', 'san andreas', 'san andreas california', 'rescue operation']",en,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",100.412364,2015-05-27,470490832,114.0,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,6.0,New Line Cinema,Canada,English
110000000,Adventure,"['london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany']",en,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,42.887121,1997-12-11,333011068,119.0,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6.0,Eon Productions,United Kingdom,Deutsch
110000000,Thriller,"['sequel', 'fabergé egg', 'dutch eastindian company', 'second', 'part', 'golden egg', 'goon']",en,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",76.840712,2004-12-09,362744280,125.0,Twelve is the new eleven.,Ocean's Twelve,6.4,Village Roadshow Pictures,United States of America,Français
110000000,Adventure,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', '3d', 'divergent']",en,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,103.718387,2015-03-18,295238201,119.0,One Choice Can Destroy You,Insurgent,6.2,Summit Entertainment,United States of America,English
120000000,Action,"['bomb', 'martial arts', 'assassin', 'vandalism', 'nightclub', 'training', 'knife', 'party', 'playboy', 'superhero', 'revenge', 'trap', 'violence', 'kato', 'car chase', 'meth lab']",en,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",31.703608000000006,2011-01-12,227817248,119.0,Breaking the Law to Protect It.,The Green Hornet,5.5,Original Film,United States of America,English
110000000,Action,"['based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'minions', 'naval warfare', '3d']",en,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",71.51059599999998,2014-03-05,337580051,102.0,Seize your glory!,300: Rise of an Empire,6.1,Legendary Pictures,United States of America,English
110000000,Animation,"['moon', 'magic', 'based on comic book', 'animation', 'good vs evil', 'smurf', 'blue', 'vortex', 'mischief', 'cat and mouse', 'duringcreditsstinger']",en,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",36.65422,2011-07-29,563749323,103.0,Smurf Happens.,The Smurfs,5.5,Columbia Pictures,United States of America,English
110000000,Animation,"['farm', 'cow', 'animal']",en,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",19.625972,2004-04-02,103951461,76.0,Bust a Moo,Home on the Range,5.7,Walt Disney Pictures,United States of America,普通话
110000000,Adventure,"['based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'young adult', 'based on young adult novel']",en,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,86.105615,2016-03-09,179246868,121.0,Break the boundaries of your world,Allegiant,5.9,Summit Entertainment,United States of America,English
110000000,Action,"['father son relationship', 'fight', 'sport', 'robot', 'prizefighting', 'father son reunion', 'robot fighting']",en,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",37.19504600000001,2011-09-28,299268508,127.0,"If you get one shot, make it real.",Real Steel,6.6,DreamWorks SKG,India,English
105000000,Fantasy,"['based on cartoon', 'animation', 'smurf']",en,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",32.473628000000005,2013-07-30,347434178,105.0,Get ready to get naughty!,The Smurfs 2,5.5,Columbia Pictures,United States of America,English
110000000,Science Fiction,"['based on novel', 'intolerance', 'chosen one', 'child prodigy', 'futuristic', 'space', 'science fiction', 'alien invasion', 'military school', 'morality tale', 'based on young adult novel']",en,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",45.94834,2013-10-23,125537191,114.0,This is not a game.,Ender's Game,6.6,Summit Entertainment,United States of America,English
93000000,Adventure,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",138.049577,2001-12-18,871368364,178.0,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,WingNut Films,New Zealand,English
130000000,Drama,"['crusade', 'epic', 'knight', 'swordsman', 'order of the templars', 'religious', 'knight templars', 'saladin', 'king richard']",en,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",44.490453,2005-05-03,211643158,144.0,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,Studio Babelsberg,Germany,العربية
105000000,Romance,"['based on novel', 'voodoo', 'kiss', 'princess', 'animation', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan']",en,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",62.479574,2009-12-08,267045765,97.0,Every Love Story Begins With a Kiss...,The Princess and the Frog,6.7,Walt Disney Pictures,United States of America,Français
